-986, -255, 507
-1026, -277, 441
-1020, -217, 504
-1022, -193, 522
-1026, -231, 503
-1059, -231, 560
-1059, -186, 560
-1089, -101, 541
-1079, -37, 472
-1068, -21, 477
-1057, 11, 543
-1077, 118, 551
-1090, 178, 496
-1112, 181, 464
-1093, 185, 460
-1082, 238, 438
-1065, 302, 409
-1022, 334, 366
-974, 351, 355
-974, 351, 355
-917, 361, 380
-899, 368, 411
-904, 350, 373
-837, 329, 337
-852, 294, 371
-891, 251, 401
-891, 251, 401
-911, 229, 414
-888, 214, 408
-,-,-
-902, -197, -91
-902, -197, -91
-924, -204, -109
-931, -236, -108
-978, -265, -61
-992, -295, -30
-980, -312, -30
-978, -292, -31
-976, -285, -25
-1015, -296, 1
-1037, -279, 12
-1038, -232, 19
-1002, -204, -38
-983, -182, -66
-983, -182, -66
-984, -160, -35
-1022, -104, 0
-1057, -51, -13
-1021, -38, -69
-994, -42, -101
-971, -10, -93
-959, 50, -109
-936, 87, -114
-949, 90, -101
-949, 90, -101
-947, 123, -68
-896, 168, -32
-841, 159, -62
-777, 124, -127
-751, 97, -131
-762, 73, -55
-762, 73, -55
-756, 52, 19
-733, 70, -9
-707, 51, -101
-737, 26, -49
-737, 26, -49
-788, 25, 64
-817, 42, 34
-792, 18, -52
-867, -55, -41
-867, -55, -41
-994, -75, 128
-1137, -20, 165
-1142, 41, 89
-1091, 47, 80
-1137, 21, 168
-1278, 56, 255
-1278, 56, 255
-1351, 130, 216
-1266, 150, 156
-1177, 153, 160
-1172, 189, 190
-1185, 232, 158
-1157, 267, 156
-1118, 275, 141
-1081, 282, 128
-1057, 297, 115
-1038, 312, 142
-1038, 312, 142
-989, 303, 157
-967, 274, 148
-951, 248, 148
-922, 218, 139
-869, 184, 144
-825, 176, 158
-810, 144, 160
-810, 144, 160
-833, 110, 190
-839, 90, 221
-813, 53, 223
-757, -16, 204
-760, -92, 213
-821, -109, 259
-821, -109, 259
-794, -134, 294
-759, -174, 292
-770, -182, 338
-838, -203, 368
-843, -267, 348
-784, -315, 335
-808, -318, 355
-898, -218, 427
-928, -207, 369
-920, -242, 369
-1003, -237, 466
-1058, -176, 550
-1058, -176, 550
-1075, -197, 517
-1025, -232, 466
-1030, -201, 451
-1027, -146, 440
-1058, -107, 530
-1095, -87, 574
-1133, -28, 536
-1129, 8, 414
-1141, 35, 416
-1222, 65, 515
-1281, 133, 534
-1295, 182, 476
-1260, 173, 469
-1260, 173, 469
-1232, 144, 490
-1181, 148, 518
-1090, 173, 489
-969, 168, 459
-925, 187, 434
-899, 220, 419
-838, 267, 412
-740, 257, 357
-740, 257, 357
-742, 243, 370
-740, 226, 339
-745, 203, 326
-732, 180, 317
-753, 150, 308
-785, 165, 327
-785, 165, 327
-812, 164, 339
-872, 116, 333
-,-,-
-811, -249, 1
-821, -270, -13
-857, -288, -21
-845, -308, -40
-848, -315, 5
-878, -328, 15
-914, -328, 44
-914, -328, 44
-945, -336, 79
-962, -327, 69
-930, -330, 35
-943, -335, 54
-977, -320, 78
-979, -284, 40
-979, -284, 40
-962, -254, 18
-976, -252, 31
-997, -237, 63
-1037, -164, 59
-1025, -116, 5
-995, -139, -41
-1016, -128, -14
-1027, -52, -3
-1027, -52, -3
-1023, 27, -30
-1009, 70, -52
-973, 37, -62
-969, 45, -10
-961, 99, 19
-961, 99, 19
-910, 122, 8
-860, 106, -6
-806, 67, -17
-777, 55, 0
-777, 55, 0
-758, 38, -21
-731, 8, -67
-737, -27, -28
-737, -27, -28
-746, -23, 75
-692, 6, 101
-659, 43, 18
-678, -4, -28
-678, -4, -28
-763, -76, 56
-808, -128, 134
-815, -101, 41
-872, -25, 19
-946, 14, 138
-946, 14, 138
-1048, -91, 198
-1230, -67, 220
-1295, 21, 218
-1300, 37, 230
-1329, 36, 241
-1387, 69, 203
-1416, 132, 178
-1416, 132, 178
-1414, 201, 217
-1388, 230, 244
-1350, 229, 254
-1265, 244, 258
-1159, 258, 221
-1049, 280, 212
-986, 272, 229
-939, 245, 226
-863, 218, 204
-863, 218, 204
-824, 194, 168
-753, 190, 155
-714, 150, 159
-699, 88, 168
-689, 43, 194
-699, 30, 216
-699, 30, 216
-670, 1, 238
-701, -72, 267
-762, -134, 301
-738, -140, 302
-677, -160, 294
-675, -188, 344
-675, -188, 344
-835, -294, 368
-876, -315, 415
-803, -257, 394
-796, -233, 376
-879, -284, 401
-959, -321, 499
-972, -297, 662
-1017, -298, 520
-949, -214, 572
-987, -236, 607
-982, -298, 620
-1012, -232, 625
-1012, -232, 625
-1038, -110, 628
-1080, -66, 620
-1105, -64, 645
-1155, -23, 631
-1191, 28, 583
-1199, 82, 554
-1160, 120, 542
-1166, 162, 582
-1174, 199, 576
-1132, 245, 546
-1056, 286, 514
-1056, 286, 514
-972, 312, 519
-896, 304, 494
-832, 298, 417
-764, 310, 381
-771, 302, 386
-782, 275, 432
-772, 266, 462
-772, 266, 462
-770, 285, 481
-792, 269, 472
-825, 204, 443
-824, 137, 418
-847, 99, 425
-894, 91, 457
-894, 91, 457
-944, 114, 515
-984, 112, 554
-1017, 105, 549
-,-,-
-843, -226, 103
-829, -342, 69
-913, -458, 87
-934, -438, 129
-939, -411, 23
-939, -443, -56
-1003, -448, -21
-1003, -448, -21
-1023, -407, 41
-979, -304, 47
-992, -264, 38
-984, -302, 26
-968, -306, 55
-998, -238, 79
-991, -184, 59
-992, -172, 46
-992, -172, 46
-1006, -157, 46
-995, -97, 16
-940, -48, -49
-898, -11, -54
-905, 52, -16
-914, 102, -1
-914, 102, -1
-883, 107, -61
-803, 83, -119
-746, 75, -86
-735, 69, -49
-720, 75, -48
-720, 75, -48
-684, 43, -52
-663, -13, -3
-658, -38, 46
-660, 0, 51
-660, 0, 51
-646, 12, 52
-667, -64, 61
-798, -119, 19
-798, -119, 19
-888, -42, 53
-947, 10, 104
-1002, -33, 144
-1112, -55, 171
-1226, -34, 149
-1219, -16, 138
-1234, -33, 115
-1234, -33, 115
-1284, -54, 129
-1357, 0, 217
-1415, 106, 253
-1348, 250, 288
-1288, 217, 144
-1253, 204, 122
-1256, 227, 180
-1176, 288, 216
-1081, 314, 233
-1008, 294, 251
-1008, 294, 251
-972, 277, 277
-940, 252, 269
-878, 216, 240
-818, 156, 185
-783, 119, 173
-772, 97, 216
-783, 67, 230
-783, 67, 230
-767, 27, 233
-735, -4, 235
-722, -68, 241
-757, -136, 283
-761, -176, 328
-761, -176, 328
-795, -145, 363
-766, -131, 431
-787, -185, 474
-807, -261, 465
-794, -315, 407
-782, -241, 442
-846, -230, 482
-946, -262, 526
-949, -255, 519
-955, -230, 499
-984, -201, 517
-984, -201, 517
-1000, -225, 551
-1009, -205, 618
-1019, -146, 620
-1013, -93, 596
-1011, -85, 589
-1021, -84, 647
-1015, -76, 671
-980, -52, 626
-968, -44, 560
-984, -26, 569
-992, 16, 651
-992, 16, 651
-1022, 63, 652
-997, 121, 575
-973, 178, 519
-1009, 212, 538
-1019, 207, 516
-971, 222, 438
-971, 222, 438
-894, 268, 369
-844, 313, 391
-855, 305, 411
-870, 293, 441
-890, 297, 443
-836, 310, 417
-831, 314, 406
-831, 314, 406
-864, 281, 427
-942, 240, 430
-947, 265, 446
-966, 283, 455
-988, 278, 462
-1051, 253, 474
-,-,-
-752, -362, -104
-769, -405, -153
-824, -430, -140
-854, -458, -117
-860, -444, -104
-852, -385, -115
-866, -362, -135
-908, -377, -137
-989, -356, -123
-1007, -308, -166
-976, -272, -225
-971, -227, -175
-1020, -184, -81
-1078, -115, -49
-1063, -50, -96
-994, -18, -147
-994, -18, -147
-973, 4, -170
-965, 30, -161
-946, 79, -178
-881, 134, -163
-839, 150, -125
-812, 120, -119
-775, 78, -163
-775, 78, -229
-729, 63, -229
-661, 54, -207
-668, 13, -166
-702, -9, -109
-719, 2, -87
-702, -1, -128
-702, -1, -128
-711, -57, -144
-830, -111, -123
-939, -41, -63
-994, -3, -18
-1065, -27, 3
-1101, -42, 41
-1212, -23, 13
-1212, -23, 13
-1273, 0, -4
-1299, -25, -13
-1303, -17, 17
-1316, 49, 8
-1284, 132, 18
-1284, 132, 18
-1294, 168, 58
-1284, 198, 109
-1247, 236, 126
-1173, 261, 115
-1070, 247, 79
-985, 238, 52
-946, 212, 60
-946, 212, 60
-925, 191, 76
-856, 176, 95
-784, 126, 63
-747, 83, 41
-747, 83, 41
-735, 69, 58
-743, 29, 108
-796, -30, 179
-828, -88, 197
-828, -88, 197
-812, -133, 169
-799, -159, 182
-820, -202, 245
-864, -282, 262
-864, -365, 206
-831, -349, 165
-863, -333, 190
-951, -316, 240
-937, -314, 250
-974, -297, 297
-974, -297, 297
-1087, -293, 348
-1103, -274, 358
-1043, -263, 334
-986, -208, 339
-1026, -137, 349
-1074, -146, 338
-1125, -179, 338
-1119, -147, 408
-1109, -60, 407
-1101, -7, 313
-1124, 0, 298
-1200, -11, 336
-1221, 43, 426
-1212, 106, 436
-1212, 106, 436
-1182, 113, 386
-1157, 107, 362
-1129, 145, 345
-1059, 183, 339
-1027, 224, 332
-1016, 253, 301
-980, 279, 264
-922, 288, 260
-874, 287, 240
-874, 287, 240
-871, 308, 258
-874, 310, 251
-882, 288, 258
-927, 257, 287
-975, 250, 299
-1008, 256, 333
-1025, 244, 336
-1025, 244, 336
-1062, 212, 342
-,-,-
-767, -596, 5
-738, -616, -5
-758, -659, -183
-860, -675, -176
-825, -619, 130
-757, -679, 309
-752, -739, 286
-785, -729, 252
-877, -688, 163
-901, -652, 85
-901, -652, 85
-919, -625, 10
-961, -571, 136
-948, -528, 248
-919, -480, 236
-911, -417, 161
-935, -329, 123
-923, -256, 104
-874, -211, 100
-903, -171, 123
-903, -171, 123
-867, -98, 114
-803, -10, 63
-852, 19, -41
-770, 9, -108
-661, -51, -148
-575, -81, -115
-561, -81, -10
-561, -113, -10
-583, -150, 66
-598, -147, 51
-656, -110, 18
-726, -115, -38
-814, -169, -64
-868, -212, 50
-909, -251, 167
-909, -251, 167
-1003, -246, 213
-1215, -225, 249
-1274, -200, 243
-1268, -205, 255
-1352, -178, 305
-1527, -86, 303
-1574, 20, 349
-1474, 57, 330
-1344, 35, 236
-1276, 61, 208
-1222, 76, 284
-1154, 43, 384
-1154, 43, 384
-1120, 11, 332
-945, 15, 230
-831, 3, 173
-732, -22, 217
-692, -99, 266
-692, -99, 266
-725, -172, 253
-640, -201, 296
-432, -279, 263
-288, -437, 196
-355, -501, 272
-478, -486, 471
-582, -527, 539
-554, -650, 491
-434, -738, 332
-471, -695, 318
-471, -695, 318
-712, -671, 398
-977, -651, 592
-1131, -676, 739
-1102, -645, 653
-1067, -617, 434
-964, -592, 348
-881, -507, 497
-977, -469, 523
-1027, -426, 579
-1050, -340, 512
-1086, -244, 434
-1003, -225, 367
-967, -161, 380
-1137, -84, 411
-1332, -48, 477
-1267, -54, 574
-1267, -54, 574
-1054, 27, 618
-1092, 128, 513
-1051, 219, 366
-984, 309, 343
-1011, 402, 408
-1078, 462, 460
-1097, 473, 372
-1043, 454, 258
-959, 410, 224
-959, 410, 224
-904, 399, 205
-833, 316, 189
-932, 201, 236
-906, 133, 441
-899, 133, 484
-970, 70, 533
-,-,-
-711, -526, 223
-605, -576, 7
-605, -576, 7
-664, -687, -149
-635, -723, -65
-638, -723, 167
-642, -720, 242
-650, -743, 194
-686, -743, 105
-697, -676, 8
-763, -610, 31
-866, -597, 116
-866, -597, 116
-913, -566, 173
-944, -507, 220
-938, -429, 204
-887, -399, 19
-862, -358, -68
-914, -301, -10
-1042, -261, 96
-999, -184, 135
-982, -109, 48
-982, -109, 48
-1000, -37, -46
-951, -10, -74
-839, -29, -67
-728, -42, 3
-653, -53, 36
-620, -112, 28
-620, -112, 28
-566, -150, 37
-593, -128, 13
-698, -114, 7
-743, -154, 52
-646, -241, 9
-688, -272, 44
-688, -272, 44
-870, -248, 165
-1015, -270, 254
-1037, -341, 245
-1010, -364, 205
-1071, -337, 273
-1222, -287, 416
-1317, -268, 470
-1350, -301, 307
-1321, -222, 244
-1389, -113, 240
-1491, -19, 249
-1491, 33, 306
-1330, 6, 373
-1153, 13, 395
-1153, 13, 395
-1060, 19, 341
-968, 0, 257
-803, -11, 188
-761, -36, 169
-782, -35, 192
-782, -35, 192
-776, -83, 249
-726, -142, 300
-709, -170, 330
-631, -221, 308
-531, -324, 234
-551, -410, 289
-671, -406, 379
-723, -429, 456
-580, -550, 507
-396, -648, 504
-396, -648, 504
-430, -657, 445
-606, -611, 638
-650, -625, 786
-738, -759, 734
-792, -750, 569
-827, -685, 520
-868, -628, 561
-923, -596, 674
-941, -568, 643
-941, -444, 656
-997, -347, 616
-997, -347, 616
-1027, -275, 596
-994, -227, 528
-1048, -164, 407
-1215, -18, 402
-1344, 92, 477
-1317, 131, 499
-1181, 233, 514
-1170, 339, 456
-1228, 396, 364
-1202, 402, 402
-1069, 397, 482
-967, 393, 461
-967, 393, 461
-864, 350, 312
-780, 288, 268
-790, 220, 306
-848, 120, 315
-1010, 10, 295
-1041, -10, 292
-,-,-
-548, -642, 194
-546, -715, 61
-652, -744, -118
-699, -713, -57
-646, -696, 207
-606, -710, 230
-645, -740, 210
-676, -732, 139
-727, -714, 141
-727, -714, 141
-803, -663, 216
-820, -616, 182
-772, -602, 116
-727, -544, 135
-834, -477, 166
-930, -418, 137
-1045, -340, 124
-1036, -289, 80
-896, -233, 74
-864, -185, 39
-975, -156, -26
-975, -156, -26
-992, -109, -24
-919, -43, -8
-873, -41, -17
-807, -35, -31
-760, -34, -33
-695, -58, -42
-629, -109, -104
-562, -190, -121
-552, -214, -39
-552, -214, -39
-717, -198, 112
-823, -226, 106
-799, -322, 64
-752, -350, 23
-902, -289, 120
-1183, -257, 186
-1261, -297, 202
-1150, -345, 228
-1119, -321, 295
-1147, -270, 358
-1232, -213, 286
-1221, -239, 153
-1229, -195, 135
-1267, -88, 195
-1292, -12, 218
-1292, -12, 218
-1316, 29, 210
-1249, 5, 223
-1141, -9, 218
-1045, -3, 206
-948, 14, 219
-890, 17, 238
-890, 17, 238
-948, 34, 240
-912, 49, 222
-844, 35, 233
-824, -18, 200
-824, -18, 200
-769, -45, 175
-797, -94, 206
-778, -120, 418
-687, -245, 329
-603, -388, 256
-523, -391, 372
-562, -390, 509
-641, -453, 632
-644, -484, 751
-663, -615, 419
-663, -615, 419
-662, -612, 632
-646, -643, 538
-571, -595, 602
-760, -648, 466
-809, -558, 527
-828, -526, 603
-931, -527, 616
-1013, -501, 596
-1031, -449, 564
-1052, -393, 546
-1056, -376, 515
-1038, -292, 544
-1170, -262, 608
-1211, -130, 634
-1253, -94, 437
-1253, -94, 437
-1252, -46, 434
-1203, 36, 485
-1129, 83, 468
-1043, 118, 470
-971, 176, 398
-936, 276, 242
-968, 373, 103
-1057, 418, 137
-1057, 418, 137
-1123, 416, 275
-1035, 441, 345
-945, 450, 314
-931, 388, 208
-918, 331, 168
-932, 262, 265
-948, 192, 339
-987, 130, 333
-987, 130, 333
-1103, 72, 318
-1194, 54, 342
-,-,-
-522, -635, 89
-604, -670, 3
-638, -697, 91
-688, -710, 254
-600, -753, 223
-503, -733, 113
-525, -680, 65
-582, -646, 94
-582, -646, 94
-655, -651, 87
-749, -641, 55
-852, -568, 123
-879, -487, 208
-830, -449, 63
-763, -436, -58
-806, -384, 27
-923, -384, 128
-923, -327, 128
-975, -287, 107
-975, -228, 6
-952, -206, -65
-907, -164, -34
-925, -128, 27
-926, -142, 70
-851, -163, 35
-851, -163, 35
-767, -145, -11
-757, -111, -58
-779, -105, -35
-704, -137, -27
-668, -181, 3
-755, -184, 55
-840, -159, 148
-811, -218, 113
-730, -332, -5
-730, -332, -5
-812, -331, 2
-966, -286, 158
-995, -307, 286
-967, -386, 259
-1075, -413, 154
-1275, -311, 199
-1456, -182, 229
-1572, -71, 200
-1637, -60, 205
-1517, -41, 220
-1359, -35, 251
-1359, -35, 251
-1194, -40, 283
-1056, -38, 256
-945, -31, 195
-851, 9, 172
-886, 24, 161
-930, -23, 161
-930, -23, 161
-883, -55, 161
-821, -43, 170
-721, -64, 161
-661, -148, 211
-722, -247, 260
-686, -277, 275
-590, -284, 318
-550, -367, 346
-447, -446, 327
-447, -446, 327
-391, -479, 426
-527, -549, 528
-632, -601, 674
-667, -607, 607
-689, -559, 547
-836, -606, 550
-913, -638, 587
-1012, -577, 803
-1025, -530, 761
-954, -491, 654
-926, -446, 593
-1064, -372, 586
-1148, -280, 576
-1105, -237, 503
-1105, -237, 503
-1071, -124, 540
-1216, -68, 504
-1301, -24, 491
-1225, -30, 520
-1033, -3, 522
-1004, 91, 591
-1107, 176, 545
-1128, 235, 482
-1015, 343, 316
-968, 358, 227
-869, 382, 251
-869, 382, 251
-973, 414, 292
-1070, 464, 348
-1020, 458, 292
-925, 393, 238
-802, 312, 252
-783, 211, 297
-855, 134, 406
-855, 134, 406
-986, 86, 460
-1072, 57, 471
-1113, 20, 415
-1059, -19, 283
-,-,-
-512, -604, 338
-589, -612, 220
-719, -678, -133
-738, -713, -273
-650, -719, -1
-556, -721, 301
-564, -725, 361
-617, -752, 229
-605, -756, 73
-605, -756, 73
-604, -645, 40
-774, -542, 70
-884, -479, 88
-894, -440, 131
-950, -404, 114
-922, -329, 39
-874, -247, -57
-947, -197, -116
-1068, -173, -17
-1087, -94, 97
-1087, -94, 97
-1058, -20, 49
-978, 46, -50
-943, 46, -166
-840, 24, -175
-705, -19, -124
-599, -54, -64
-599, -54, -64
-633, -61, -87
-676, -52, -22
-575, -66, 53
-481, -179, -3
-648, -245, -31
-753, -188, 56
-753, -188, 56
-792, -174, 78
-824, -242, 14
-949, -260, -6
-1073, -244, 129
-1136, -215, 211
-1287, -264, 102
-1435, -268, 47
-1536, -172, 121
-1637, -68, 248
-1719, 27, 483
-1549, 70, 354
-1549, 70, 354
-1331, 92, 325
-1153, 71, -9
-1098, 34, -44
-1019, 75, 164
-1006, 95, 254
-948, 114, 281
-948, 114, 281
-875, 111, 225
-798, 47, 136
-720, -7, 131
-694, -59, 167
-684, -106, 216
-636, -194, 262
-636, -194, 262
-591, -289, 288
-598, -360, 315
-633, -395, 357
-588, -485, 474
-562, -557, 473
-705, -571, 552
-810, -526, 465
-870, -540, 480
-774, -619, 443
-693, -615, 484
-877, -548, 461
-877, -548, 461
-1048, -500, 573
-1053, -476, 625
-1031, -468, 498
-1075, -354, 497
-1178, -260, 466
-1239, -217, 403
-1188, -215, 417
-1085, -148, 550
-1109, -18, 500
-1261, 47, 440
-1216, 122, 362
-1058, 191, 342
-1024, 302, 345
-1083, 408, 300
-1102, 436, 294
-993, 480, 143
-993, 480, 143
-923, 488, 43
-921, 427, 110
-921, 384, 227
-924, 308, 261
-965, 240, 254
-997, 201, 237
-997, 201, 237
-998, 182, 225
-976, 190, 246
-920, 175, 518
-,-,-
-588, -627, 82
-588, -627, 82
-588, -671, -77
-672, -697, 61
-717, -712, 223
-719, -652, 209
-793, -621, 108
-813, -628, 85
-789, -612, 114
-794, -569, 163
-794, -569, 163
-851, -518, 136
-888, -436, 98
-864, -351, 75
-883, -235, 64
-1072, -126, -7
-1125, -88, -57
-1061, -70, -66
-972, -41, -89
-899, -31, -116
-899, -31, -116
-867, -23, -105
-815, 0, -62
-776, -11, -53
